"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
1,"ESTONIA","UNITED KINGDOM",366,200,1939,3.9269908169872414,3.141592653589793,1,1,0.018951563792537363,0.026026984756399786,0.09587562559753021,0.2103185615591362,0.11643914261003632,0.11613305617519915,0.2529547744098852,0.16330029109927585,"WAR1","SQ",0,1.,-1.112666,1.49916,-1.862086,1.425453,-0.458194,0.294146,-0.906611,-1.281321,1.401224,-1.180503,1.2333,-1.609618,0.293366,0.16449,-0.303673,-0.089115
2,"FRANCE","CHILE",220,155,1859,3.9269908169872414,3.141592653589793,1,1,0.023703896380047294,0.002387185387944687,0.22095007583202744,0.19093210893936904,0.06026847246757152,0.15902324899091086,0.16672944578095042,0.1760055662211788,"ACQ2","SQ",0,1.,-0.932808,1.363895,-0.978674,1.086043,1.258553,0.29121,0.957767,0.934834,0.828579,-1.251184,0.815373,-2.205835,-1.156869,-0.266488,-2.124727,-1.647401
3,"ARGENTINA","FRANCE",160,220,1907,3.9269908169872414,3.141592653589793,1,1,0.014423067692628065,0.0874066213223847,0.00972754579724579,0.23247062356251685,0.17852568200111127,0.05894048447199589,0.22075290579590676,0.19775306935621073,"NEGO","SQ",0,1.,-1.231484,0.798387,-2.158809,0.817981,-1.083964,-0.269616,-1.528033,-1.991696,0.99704,-1.12953,1.252772,-1.181022,0.887538,-0.084356,1.091779,1.117525
4,"SINGAPORE","UNITED STATES",830,2,1982,3.9269908169872414,3.141592653589793,1,1,0.019219505131556493,0.03931625985703787,0.03489612369269996,0.2236220662560196,0.13453117410491142,0.09711881219313596,0.2653464502809667,0.18594960848367184,"WAR1","SQ",0,0.9999999999999999,-1.103577,1.111636,-1.85798,1.110344,-0.559527,0.005262,-0.93802,-1.315222,0.624006,-1.341238,0.619492,-1.483373,0.344677,-0.442062,0.198028,0.269095
5,"MALI","MAURITANIA",432,435,1984,3.9269908169872414,3.141592653589793,1,1,0.15599774100827743,0.04417405302618592,0.12587013657022833,0.11963778935866796,0.12547433688380885,0.1307662530966152,0.13134681034701556,0.1667328797092007,"WAR2","SQ",0,1.,-0.461125,-0.365659,-0.474926,0.042201,-0.366977,-0.413568,0.033983,0.027082,-0.034699,-0.140975,-0.028421,-1.125794,-0.139362,-0.087882,-1.117903,-0.625493
6,"URUGUAY","RUSSIAN FEDERATION",165,365,1882,3.9269908169872414,3.141592653589793,1,1,0.010651471377914995,0.022844053258225708,0.028613985036515178,0.2176896337902968,0.13543555421175701,0.09239738798463586,0.2844201816276818,0.20794773271297268,"WAR1","SQ",0,1.,-1.216938,0.857293,-1.909018,0.926954,-0.57824,-0.226232,-0.854618,-1.200658,1.118789,-1.074811,1.292989,-1.304808,0.614269,0.028542,0.558471,0.67347
7,"None","POLAND",315,290,1924,3.9269908169872414,3.141592653589793,1,1,0.06040760127090133,0.019141600714694704,0.16830699887903733,0.16920115298319646,0.10890670819251244,0.1578198633292827,0.19663934642435904,0.11957672820601592,"WAR1","SQ",0,0.9999999999999999,-0.087971,1.248564,-0.849954,1.096283,0.230147,0.639791,-0.303125,-0.684117,1.006852,-0.327111,0.661956,-0.788035,0.391996,0.371671,-0.413824,-0.183362
8,"CHINA","SOUTH AFRICA",710,560,1961,3.9269908169872414,3.141592653589793,1,1,0.02274221702563699,0.010547694496022265,0.18499958095719432,0.17878395756161264,0.0852301470480114,0.15877300137061373,0.21141583019784635,0.14750757134306228,"WAR1","SQ",0,1.,-0.724756,1.442716,-1.151929,1.172668,0.51683,0.471432,0.033194,-0.180392,1.079331,-1.004664,0.937969,-1.704808,-0.379765,0.047028,-1.22127,-0.871199
9,"UNITED KINGDOM","EGYPT",200,651,1938,3.9269908169872414,3.141592653589793,1,1,0.0567573093657307,0.03193250368597739,0.15932187224454739,0.16525099658991105,0.11289879356455357,0.146847987145793,0.16736470211974974,0.15962583528373725,"WAR1","SQ",0,1.,-0.653893,-0.394372,-0.879304,0.012927,-0.452871,-0.525826,-0.158277,-0.270983,0.016576,-0.283,0.160782,-1.008752,-0.200842,-0.133754,-0.782387,-0.419511
10,"SRI LANKA","FRANCE",780,220,1973,3.9269908169872414,3.141592653589793,1,1,0.019365871543007125,0.0416268795594977,0.03323725655106358,0.22542842560690973,0.1362561037286557,0.09554946437271505,0.2632076682563496,0.1853283303818016,"WAR1","SQ",0,1.,-1.099253,1.119959,-1.865564,1.116796,-0.580648,0.013537,-0.966968,-1.350123,0.638327,-1.335807,0.626609,-1.470221,0.372975,-0.430615,0.226843,0.29405
