"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
1,"ESTONIA","UNITED KINGDOM",366,200,1939,5.497787143782138,1.5707963267948966,2,2,-0.0036065248551938674,-0.11114099657595798,-0.054978799971104206,0.3175969281465189,0.18634671597509878,0.10473833230480915,0.2841147739253734,0.2769295710504556,"NEGO","SQ",0,0.9999999999999999,-1.112666,1.49916,-1.862086,1.425453,-0.458194,0.294146,-0.906611,-1.281321,1.401224,-1.180503,1.2333,-1.609618,0.293366,0.16449,-0.303673,-0.089115
2,"FRANCE","CHILE",220,155,1859,5.497787143782138,1.5707963267948966,2,2,0.2472227143480626,0.0002478204275152523,1.9465035568877291,-0.3298120944037106,-0.04853267091660366,-0.24634801515712368,-0.26545787533553467,-0.3038234358503344,"ACQ2","SQ",0,0.9999999999999998,-0.932808,1.363895,-0.978674,1.086043,1.258553,0.29121,0.957767,0.934834,0.828579,-1.251184,0.815373,-2.205835,-1.156869,-0.266488,-2.124727,-1.647401
3,"ARGENTINA","FRANCE",160,220,1907,5.497787143782138,1.5707963267948966,2,2,1.2954274704085134,6.187407769919536,0.0002066767580586072,-1.7095097299886357,-1.5650275610033018,-0.14346759605508555,-1.265134924886794,-1.7999021051522908,"ACQ1","SQ",0,1.0000000000000004,-1.231484,0.798387,-2.158809,0.817981,-1.083964,-0.269616,-1.528033,-1.991696,0.99704,-1.12953,1.252772,-1.181022,0.887538,-0.084356,1.091779,1.117525
4,"SINGAPORE","UNITED STATES",830,2,1982,5.497787143782138,1.5707963267948966,2,2,-0.008998563445839085,-0.23508340686449017,-0.0112776754682731,0.329706270838131,0.2273104945412576,0.07857092419676813,0.30284663130074285,0.3169253249017028,"NEGO","SQ",0,0.9999999999999999,-1.103577,1.111636,-1.85798,1.110344,-0.559527,0.005262,-0.93802,-1.315222,0.624006,-1.341238,0.619492,-1.483373,0.344677,-0.442062,0.198028,0.269095
5,"MALI","MAURITANIA",432,435,1984,5.497787143782138,1.5707963267948966,2,2,69.15124483657662,9.522997735777965,50.257622963376825,-16.624842614291335,-28.000653486191247,-20.2845241454441,-20.431943056789148,-42.589902233015586,"SQ","SQ",1,0.9999999999999929,-0.461125,-0.365659,-0.474926,0.042201,-0.366977,-0.413568,0.033983,0.027082,-0.034699,-0.140975,-0.028421,-1.125794,-0.139362,-0.087882,-1.117903,-0.625493
6,"URUGUAY","RUSSIAN FEDERATION",165,365,1882,5.497787143782138,1.5707963267948966,2,2,-0.0017223683840063573,-0.16053153562235525,-0.006470773558033973,0.29287955995651166,0.21328632141960263,0.0729075657886915,0.2914932205455458,0.2981580098540439,"WAR2","SQ",0,0.9999999999999999,-1.216938,0.857293,-1.909018,0.926954,-0.57824,-0.226232,-0.854618,-1.200658,1.118789,-1.074811,1.292989,-1.304808,0.614269,0.028542,0.558471,0.67347
7,"None","POLAND",315,290,1924,5.497787143782138,1.5707963267948966,2,2,-0.0355553165847158,-0.06414262135025955,-1.7735028035169826,0.7108074103391144,0.39260263375161003,0.563117597644771,0.7524759210384738,0.45419717867798887,"WAR1","SQ",0,1.0000000000000002,-0.087971,1.248564,-0.849954,1.096283,0.230147,0.639791,-0.303125,-0.684117,1.006852,-0.327111,0.661956,-0.788035,0.391996,0.371671,-0.413824,-0.183362
8,"CHINA","SOUTH AFRICA",710,560,1961,5.497787143782138,1.5707963267948966,2,2,-0.03496746152399372,-0.005686941240332017,-3.555149524965926,1.2840135246400413,0.31656424719025406,0.9075930552092846,1.3164954864944,0.7711376141962719,"WAR1","SQ",0,1.,-0.724756,1.442716,-1.151929,1.172668,0.51683,0.471432,0.033194,-0.180392,1.079331,-1.004664,0.937969,-1.704808,-0.379765,0.047028,-1.22127,-0.871199
9,"UNITED KINGDOM","EGYPT",200,651,1938,5.497787143782138,1.5707963267948966,2,2,-0.19355358164673814,-0.1150965973841332,-2.2249845239272177,0.7887311411259543,0.4643162786194897,0.6773576268923047,0.8168462020812038,0.7863834542391365,"WAR1","SQ",0,1.,-0.653893,-0.394372,-0.879304,0.012927,-0.452871,-0.525826,-0.158277,-0.270983,0.016576,-0.283,0.160782,-1.008752,-0.200842,-0.133754,-0.782387,-0.419511
10,"SRI LANKA","FRANCE",780,220,1973,5.497787143782138,1.5707963267948966,2,2,-0.009949789062748213,-0.27800472801148524,-0.01016224324191979,0.3435497349741147,0.23834393030758408,0.07787364052715559,0.31013181575903176,0.3282176387482672,"NEGO","SQ",0,1.,-1.099253,1.119959,-1.865564,1.116796,-0.580648,0.013537,-0.966968,-1.350123,0.638327,-1.335807,0.626609,-1.470221,0.372975,-0.430615,0.226843,0.29405
