"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
1,"ESTONIA","UNITED KINGDOM",366,200,1939,0.7853981633974483,0.,0.5,0.5,0.053775386806950924,0.021721307071601935,0.1038763417972726,0.17580930465992614,0.13148542855816236,0.1447388676326768,0.21301793436156502,0.1555754291118442,"WAR1","SQ",0,1.,-1.112666,1.49916,-1.862086,1.425453,-0.458194,0.294146,-0.906611,-1.281321,1.401224,-1.180503,1.2333,-1.609618,0.293366,0.16449,-0.303673,-0.089115
2,"FRANCE","CHILE",220,155,1859,0.7853981633974483,0.,0.5,0.5,0.03180174028578201,0.015332003192506084,0.20823200206900455,0.16736370071373893,0.09395322215674651,0.15891826794157793,0.16271244953628056,0.16168661410436339,"ACQ2","SQ",0,1.,-0.932808,1.363895,-0.978674,1.086043,1.258553,0.29121,0.957767,0.934834,0.828579,-1.251184,0.815373,-2.205835,-1.156869,-0.266488,-2.124727,-1.647401
3,"ARGENTINA","FRANCE",160,220,1907,0.7853981633974483,0.,0.5,0.5,0.030684611552651692,0.038800349621815465,0.062082356292646426,0.20376614805236165,0.15293810924024714,0.1182337355119433,0.23279704928335718,0.1606976404449772,"WAR1","SQ",0,1.,-1.231484,0.798387,-2.158809,0.817981,-1.083964,-0.269616,-1.528033,-1.991696,0.99704,-1.12953,1.252772,-1.181022,0.887538,-0.084356,1.091779,1.117525
4,"SINGAPORE","UNITED STATES",830,2,1982,0.7853981633974483,0.,0.5,0.5,0.040860154822604536,0.03501706569849497,0.07905987082236474,0.18859898903494274,0.13269959392391215,0.13899405807285173,0.22935935739478883,0.15541091023004014,"WAR1","SQ",0,0.9999999999999999,-1.103577,1.111636,-1.85798,1.110344,-0.559527,0.005262,-0.93802,-1.315222,0.624006,-1.341238,0.619492,-1.483373,0.344677,-0.442062,0.198028,0.269095
5,"MALI","MAURITANIA",432,435,1984,0.7853981633974483,0.,0.5,0.5,0.11887078380424022,0.04567007667656219,0.11106698861246508,0.14803950680715927,0.13054029406300222,0.14744516703775767,0.14777825328171668,0.15058892971709664,"WAR2","SQ",0,1.,-0.461125,-0.365659,-0.474926,0.042201,-0.366977,-0.413568,0.033983,0.027082,-0.034699,-0.140975,-0.028421,-1.125794,-0.139362,-0.087882,-1.117903,-0.625493
6,"URUGUAY","RUSSIAN FEDERATION",165,365,1882,0.7853981633974483,0.,0.5,0.5,0.034663515092199004,0.028711529743106798,0.07865626962308288,0.18606954649536744,0.1337148633857128,0.1360422003111438,0.23757750088380772,0.1645645744655795,"WAR1","SQ",0,0.9999999999999999,-1.216938,0.857293,-1.909018,0.926954,-0.57824,-0.226232,-0.854618,-1.200658,1.118789,-1.074811,1.292989,-1.304808,0.614269,0.028542,0.558471,0.67347
7,"None","POLAND",315,290,1924,0.7853981633974483,0.,0.5,0.5,0.07579357567375618,0.028447003448177452,0.1220059039160074,0.1705961713281072,0.12662875488287667,0.16247658951058416,0.18129627554095165,0.13275572569953945,"WAR1","SQ",0,1.,-0.087971,1.248564,-0.849954,1.096283,0.230147,0.639791,-0.303125,-0.684117,1.006852,-0.327111,0.661956,-0.788035,0.391996,0.371671,-0.413824,-0.183362
8,"CHINA","SOUTH AFRICA",710,560,1961,0.7853981633974483,0.,0.5,0.5,0.04574330712870558,0.024086168460417036,0.14487118232941554,0.16976585973873573,0.11576721070281035,0.1611106089997368,0.1857320644575955,0.15292359818258341,"WAR1","SQ",0,1.,-0.724756,1.442716,-1.151929,1.172668,0.51683,0.471432,0.033194,-0.180392,1.079331,-1.004664,0.937969,-1.704808,-0.379765,0.047028,-1.22127,-0.871199
9,"UNITED KINGDOM","EGYPT",200,651,1938,0.7853981633974483,0.,0.5,0.5,0.0711024754343624,0.037704260559620326,0.12832783327502076,0.1686589483570224,0.12722831081241295,0.15261495963781885,0.1629542612626096,0.15140895066113266,"NEGO","SQ",0,1.,-0.653893,-0.394372,-0.879304,0.012927,-0.452871,-0.525826,-0.158277,-0.270983,0.016576,-0.283,0.160782,-1.008752,-0.200842,-0.133754,-0.782387,-0.419511
10,"SRI LANKA","FRANCE",780,220,1973,0.7853981633974483,0.,0.5,0.5,0.04083206093208832,0.03560526162119639,0.07836594207330697,0.18942755711551457,0.13332749318098294,0.13828805158957402,0.22923983053799443,0.15491380294934234,"WAR1","SQ",0,1.,-1.099253,1.119959,-1.865564,1.116796,-0.580648,0.013537,-0.966968,-1.350123,0.638327,-1.335807,0.626609,-1.470221,0.372975,-0.430615,0.226843,0.29405
