"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
1,"ESTONIA","UNITED KINGDOM",366,200,1939,3.9269908169872414,3.9269908169872414,10,10,0.08953576180078161,0.00028748316251026056,5.35277732636809e-11,0.7910948088185398,0.00292511899039542,0.0000847958049166158,0.06066763764774484,0.05540439372158373,"NEGO","SQ",0,1.,-1.112666,1.49916,-1.862086,1.425453,-0.458194,0.294146,-0.906611,-1.281321,1.401224,-1.180503,1.2333,-1.609618,0.293366,0.16449,-0.303673,-0.089115
2,"FRANCE","CHILE",220,155,1859,3.9269908169872414,3.9269908169872414,10,10,0.000029767775807679517,1.6621840086286697e-19,0.9455604081888925,0.03717394427664175,2.215008761012004e-7,0.005624065515857866,0.008442984371824917,0.003168608370099335,"ACQ2","SQ",0,1.0000000000000002,-0.932808,1.363895,-0.978674,1.086043,1.258553,0.29121,0.957767,0.934834,0.828579,-1.251184,0.815373,-2.205835,-1.156869,-0.266488,-2.124727,-1.647401
3,"ARGENTINA","FRANCE",160,220,1907,3.9269908169872414,3.9269908169872414,10,10,0.00026720711310592615,0.7128241089367844,0.,0.049208672739599564,0.068843994163861,6.095161621438091e-8,0.005261608304602027,0.16359434779043094,"ACQ1","SQ",0,1.,-1.231484,0.798387,-2.158809,0.817981,-1.083964,-0.269616,-1.528033,-1.991696,0.99704,-1.12953,1.252772,-1.181022,0.887538,-0.084356,1.091779,1.117525
4,"SINGAPORE","UNITED STATES",830,2,1982,3.9269908169872414,3.9269908169872414,10,10,0.00010197480704214803,0.002270973508262616,1.2559712301657452e-11,0.5553777927657049,0.018884857052585594,0.000013301496826344793,0.06322522247827375,0.360125877878745,"NEGO","SQ",0,1.,-1.103577,1.111636,-1.85798,1.110344,-0.559527,0.005262,-0.93802,-1.315222,0.624006,-1.341238,0.619492,-1.483373,0.344677,-0.442062,0.198028,0.269095
5,"MALI","MAURITANIA",432,435,1984,3.9269908169872414,3.9269908169872414,10,10,0.32346677708877214,0.000059276507169055,0.4931048768275003,0.0018974139814878226,0.011632009895808045,0.010293171692299133,0.010708751291688164,0.14883772271527537,"ACQ2","SQ",0,1.,-0.461125,-0.365659,-0.474926,0.042201,-0.366977,-0.413568,0.033983,0.027082,-0.034699,-0.140975,-0.028421,-1.125794,-0.139362,-0.087882,-1.117903,-0.625493
6,"URUGUAY","RUSSIAN FEDERATION",165,365,1882,3.9269908169872414,3.9269908169872414,10,10,0.001151328578389342,0.000032651791730928664,7.194826417149957e-7,0.1716705332910064,0.005748675742807354,0.00003465271414454047,0.574737744630657,0.24662369376862273,"WAR1","SQ",0,1.,-1.216938,0.857293,-1.909018,0.926954,-0.57824,-0.226232,-0.854618,-1.200658,1.118789,-1.074811,1.292989,-1.304808,0.614269,0.028542,0.558471,0.67347
7,"None","POLAND",315,290,1924,3.9269908169872414,3.9269908169872414,10,10,0.17342491252169934,0.01255227509157221,1.4633390365045979e-9,0.7776689920843068,0.005199405482490231,0.0025146128339729626,0.01662332990672274,0.012016470615896706,"NEGO","SQ",0,1.0000000000000002,-0.087971,1.248564,-0.849954,1.096283,0.230147,0.639791,-0.303125,-0.684117,1.006852,-0.327111,0.661956,-0.788035,0.391996,0.371671,-0.413824,-0.183362
8,"CHINA","SOUTH AFRICA",710,560,1961,3.9269908169872414,3.9269908169872414,10,10,0.08554865979341655,9.693377064718493e-10,0.0006133613391149316,0.8182920197760408,0.00035513692770080266,0.003818263713654794,0.044094170973013914,0.047278386507720524,"NEGO","SQ",0,1.,-0.724756,1.442716,-1.151929,1.172668,0.51683,0.471432,0.033194,-0.180392,1.079331,-1.004664,0.937969,-1.704808,-0.379765,0.047028,-1.22127,-0.871199
9,"UNITED KINGDOM","EGYPT",200,651,1938,3.9269908169872414,3.9269908169872414,10,10,0.152669879570913,0.001225407985864949,0.5530758977062566,0.008780786023471295,0.009683976353062205,0.011242589341942697,0.03539494399041522,0.2279265190280741,"ACQ2","SQ",0,1.,-0.653893,-0.394372,-0.879304,0.012927,-0.452871,-0.525826,-0.158277,-0.270983,0.016576,-0.283,0.160782,-1.008752,-0.200842,-0.133754,-0.782387,-0.419511
10,"SRI LANKA","FRANCE",780,220,1973,3.9269908169872414,3.9269908169872414,10,10,0.00010329792595012704,0.002469710374698366,1.1863530570649676e-10,0.5589771126269473,0.021436393384805172,0.000012140089728366873,0.06235428142317919,0.35464706405605617,"NEGO","SQ",0,0.9999999999999999,-1.099253,1.119959,-1.865564,1.116796,-0.580648,0.013537,-0.966968,-1.350123,0.638327,-1.335807,0.626609,-1.470221,0.372975,-0.430615,0.226843,0.29405
11,"SPAIN","FRANCE",230,220,1838,3.9269908169872414,3.9269908169872414,10,10,0.08861477535216875,0.30535778603433117,2.0132201952999674e-7,0.417616927824853,0.01807347625285962,0.1563189358198974,0.006300779566168186,0.007717117827702318,"NEGO","SQ",0,1.,0.788579,0.790666,0.002292,0.621914,0.789025,0.789623,0.227129,-0.166015,0.717413,0.715308,0.096948,0.501082,0.716962,0.716361,-0.117729,-0.010616
12,"KENYA","SUDAN",501,625,1972,3.9269908169872414,3.9269908169872414,10,10,0.0002076561846456572,3.1697372275862672e-12,0.7098030735011356,0.1077968376928085,1.1314759957766891e-6,0.012993737115913222,0.14740360690514384,0.021793957121187906,"ACQ2","SQ",0,1.0000000000000002,-1.109804,0.937469,-1.194783,1.035809,0.763493,-0.107473,0.819344,0.776854,0.085226,-1.477795,0.115907,-2.192313,-1.031581,-0.801575,-1.715418,-1.358159
13,"PANAMA","COSTA RICA",95,94,1963,3.9269908169872414,3.9269908169872414,10,10,0.704799847620366,0.01304781038587261,0.01953507002992205,0.1681237130657565,0.04755224308525912,0.030158260349360252,0.008653149213253884,0.0081299062502095,"SQ","SQ",1,0.9999999999999998,0.600148,0.602268,0.185232,0.250511,0.601389,0.601208,0.042173,-0.165285,0.655734,0.65362,0.406658,0.067913,0.654496,0.654677,-0.180287,0.112566
