"RowIndex","Agent1","Agent2","CountryCode1","CountryCode2","Year","Theta1","Theta2","Lambda1","Lambda2","Prob_SQ","Prob_ACQ1","Prob_ACQ2","Prob_NEGO","Prob_CAP1","Prob_CAP2","Prob_WAR1","Prob_WAR2","Prediction","GroundTruth","PredictionCorrect","TotalProbability","U1_Acq1","U1_Acq2","U1_Cap1","U1_Cap2","U1_Nego","U1_SQ","U1_War1","U1_War2","U2_Acq1","U2_Acq2","U2_Cap1","U2_Cap2","U2_Nego","U2_SQ","U2_War1","U2_War2"
1,"ESTONIA","UNITED KINGDOM",366,200,1939,0.,1.5707963267948966,0.0001,0.0001,0.24998099640863558,0.12499621903547306,0.2500000690358491,0.09374829219872757,0.062500841050644,0.07812945367065657,0.0781396576138689,0.06250447098614521,"ACQ2","SQ",0,1.,-1.112666,1.49916,-1.862086,1.425453,-0.458194,0.294146,-0.906611,-1.281321,1.401224,-1.180503,1.2333,-1.609618,0.293366,0.16449,-0.303673,-0.089115
2,"FRANCE","CHILE",220,155,1859,0.,1.5707963267948966,0.0001,0.0001,0.24998496693216513,0.12498517677963454,0.25001582440205194,0.09374835640163148,0.062498724127158845,0.07812781661170064,0.07812845029336545,0.06251068445229198,"ACQ2","SQ",0,1.,-0.932808,1.363895,-0.978674,1.086043,1.258553,0.29121,0.957767,0.934834,0.828579,-1.251184,0.815373,-2.205835,-1.156869,-0.266488,-2.124727,-1.647401
3,"ARGENTINA","FRANCE",160,220,1907,0.,1.5707963267948966,0.0001,0.0001,0.24997848751022567,0.12500258729627906,0.24998888755906104,0.09375042053365037,0.06250304137012919,0.07812736551561968,0.07814512432910281,0.06250408588593205,"ACQ2","SQ",0,0.9999999999999998,-1.231484,0.798387,-2.158809,0.817981,-1.083964,-0.269616,-1.528033,-1.991696,0.99704,-1.12953,1.252772,-1.181022,0.887538,-0.084356,1.091779,1.117525
4,"SINGAPORE","UNITED STATES",830,2,1982,0.,1.5707963267948966,0.0001,0.0001,0.24997922902859562,0.1249987633759081,0.24999520772719572,0.09375083026393069,0.06250107035808979,0.07812864941857753,0.07814178708195672,0.06250446274574578,"SQ","SQ",1,1.,-1.103577,1.111636,-1.85798,1.110344,-0.559527,0.005262,-0.93802,-1.315222,0.624006,-1.341238,0.619492,-1.483373,0.344677,-0.442062,0.198028,0.269095
5,"MALI","MAURITANIA",432,435,1984,0.,1.5707963267948966,0.0001,0.0001,0.25000056241043017,0.12499650201791146,0.25000825514399644,0.09374710669140608,0.06249740634747668,0.07812478094723256,0.07812484259552153,0.06250054384602506,"SQ","SQ",1,1.,-0.461125,-0.365659,-0.474926,0.042201,-0.366977,-0.413568,0.033983,0.027082,-0.034699,-0.140975,-0.028421,-1.125794,-0.139362,-0.087882,-1.117903,-0.625493
6,"URUGUAY","RUSSIAN FEDERATION",165,365,1882,0.,1.5707963267948966,0.0001,0.0001,0.24997943731244163,0.12499790354862889,0.24999438220848622,0.09375016238356808,0.06250173510647791,0.07812782902678818,0.07814238777741095,0.06250616263619832,"ACQ2","SQ",0,1.,-1.216938,0.857293,-1.909018,0.926954,-0.57824,-0.226232,-0.854618,-1.200658,1.118789,-1.074811,1.292989,-1.304808,0.614269,0.028542,0.558471,0.67347
7,"None","POLAND",315,290,1924,0.,1.5707963267948966,0.0001,0.0001,0.2499924450062993,0.12499915875075014,0.25000318097277097,0.093748905665588,0.06249907093945582,0.07812710379718803,0.0781300274540548,0.06250010741389285,"SQ","SQ",1,0.9999999999999998,-0.087971,1.248564,-0.849954,1.096283,0.230147,0.639791,-0.303125,-0.684117,1.006852,-0.327111,0.661956,-0.788035,0.391996,0.371671,-0.413824,-0.183362
8,"CHINA","SOUTH AFRICA",710,560,1961,0.,1.5707963267948966,0.0001,0.0001,0.24998629835875133,0.12499233428919107,0.2500079875602452,0.0937483101167839,0.06249980591326759,0.07812780379929574,0.07813158166683148,0.06250587829563378,"SQ","SQ",1,1.,-0.724756,1.442716,-1.151929,1.172668,0.51683,0.471432,0.033194,-0.180392,1.079331,-1.004664,0.937969,-1.704808,-0.379765,0.047028,-1.22127,-0.871199
9,"UNITED KINGDOM","EGYPT",200,651,1938,0.,1.5707963267948966,0.0001,0.0001,0.24999791299092355,0.12499714622770039,0.25000552078691946,0.09374700404359775,0.062498113391294616,0.07812530932878217,0.07812707783236307,0.06250191539841911,"ACQ2","SQ",0,1.,-0.653893,-0.394372,-0.879304,0.012927,-0.452871,-0.525826,-0.158277,-0.270983,0.016576,-0.283,0.160782,-1.008752,-0.200842,-0.133754,-0.782387,-0.419511
10,"SRI LANKA","FRANCE",780,220,1973,0.,1.5707963267948966,0.0001,0.0001,0.2499792069290451,0.12499896985067219,0.24999495447542214,0.09375085278369316,0.06250110602535879,0.07812866110261196,0.0781419211615511,0.06250432767164556,"SQ","SQ",1,1.,-1.099253,1.119959,-1.865564,1.116796,-0.580648,0.013537,-0.966968,-1.350123,0.638327,-1.335807,0.626609,-1.470221,0.372975,-0.430615,0.226843,0.29405
